Job,ENG,SerialNumber,Part,Product,Model Group,Elastomer,Model,Job Comment,Location,Last Labor,StartDate,DueDate,AdhesiveDry,Firm,Scheduled,Ship By,Promise,Day,Week,Expedite,Ship Hold,Prod Hold,Group,Order,L/R,Name,Complete,Risk,StalledDays
129553,FALSE,70S1761,S700843HS0-RELINEMPCB,S700843HS0,S700,HS,7008430,"
Stamp the following: RESTAMP 8943",PAINT,8/23/2023 10:55 AM,8/17/2023 9:50 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,TRUE,FALSE,RELINES,55827,3/1,MPACT Downhole Motors,FALSE,FALSE,0
129604,FALSE,AEP-962010-S003,S962860F30-RELINE,S962860F30,S962,F3,9628600,"
",WSHRINSE,8/23/2023 10:57 AM,8/18/2023 2:30 PM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55843,3/2,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,0
129092,FALSE,L158239,S700584HS0-ERCBUO,S700584HS0,S700,HS,7005840,"
EOGPS7110158410
**Use sk21345 or sk21251***",CURE,8/23/2023 10:58 AM,10/19/2022 9:34 AM,8/24/2023,,TRUE,TRUE,8/24/2023,9/1/2023,6,35,FALSE,FALSE,FALSE,STATORS,53493,6/10,EOG Resources Inc.,FALSE,FALSE,0
129766,FALSE,PMS 6068,S675757HS0-RELINE,S675757HS0,S675,HS,6757570,"
",RUBREM,,8/23/2023 11:08 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55864,1/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129768,FALSE,PIS 67998,S700584HS0-RELINEPDCB,S700584HS0,S700,HS,7005840,"
",RUBREM,,8/23/2023 11:08 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55864,2/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129769,FALSE,PIS 67017,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",RUBREM,,8/23/2023 11:08 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55864,3/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129770,FALSE,PMS 67113,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",RUBREM,,8/23/2023 11:08 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55864,3/4,Professional Directional Ltd. (TX),FALSE,TRUE,
129771,FALSE,PIS 67050,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",RUBREM,,8/23/2023 11:08 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55864,3/2,Professional Directional Ltd. (TX),FALSE,TRUE,
129772,FALSE,PMS 67104,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",RUBREM,,8/23/2023 11:08 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55864,3/3,Professional Directional Ltd. (TX),FALSE,TRUE,
129773,FALSE,PMS 87046,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/23/2023 11:09 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55864,4/3,Professional Directional Ltd. (TX),FALSE,TRUE,
129774,FALSE,PMS 87020,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/23/2023 11:09 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55864,4/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129775,FALSE,PMS 87029,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/23/2023 11:09 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55864,4/2,Professional Directional Ltd. (TX),FALSE,TRUE,
129776,FALSE,PMS 87052,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/23/2023 11:09 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55864,4/4,Professional Directional Ltd. (TX),FALSE,TRUE,
129591,FALSE,AEP-56788-S442,S500688F30-RELINE,S500688F30,S500,F3,5006880,,BENCH,8/23/2023 11:10 AM,8/17/2023 11:45 AM,8/25/2023,,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55836,1/2,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,0
129541,FALSE,70S1492,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,,PAINT,8/23/2023 11:16 AM,8/17/2023 9:49 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,TRUE,FALSE,RELINES,55827,2/3,MPACT Downhole Motors,FALSE,FALSE,0
129461,FALSE,ST5251184-PTS,S500770HS2-RELINEPHCB,S500770HS2,S500,HS,5007702,,QUENCH,8/23/2023 11:22 AM,8/15/2023 2:40 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55811,1/6,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129455,FALSE,ST6630146-PTS,S700584F32-RELINEPHCBID,S700584F32,S700,F3,7005842,,PAINT,8/23/2023 11:22 AM,8/15/2023 2:57 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55811,12/4,Phoenix Technology Services USA Inc. (TX),FALSE,FALSE,0
129565,FALSE,AEP-8377870-S003,S875770F30-RELINEALCBOD,S875770F30,S875,F3,8757700,,QUENCH,8/23/2023 11:25 AM,8/17/2023 11:48 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55836,5/1,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,0
129451,FALSE,PIS 684021,S700584HS4-RELINEPDCB,S700584HS4,S700,HS,7005844,,CURE,8/23/2023 11:30 AM,8/15/2023 11:38 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55809,4/2,Professional Directional Ltd. (TX),FALSE,TRUE,0
129673,FALSE,PIS 67074,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",WSHRINSE,8/23/2023 11:30 AM,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,4/1,Professional Directional Ltd. (TX),FALSE,FALSE,0
127405,FALSE,L158114,S500770F30-PHCBIDUOTH,S500770F30,S500,F3,5007700,"
ST5251228-PTS",CORECL,8/23/2023 11:37 AM,6/29/2023 11:49 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,STATORS,55487,4/2,PV Fluid Products Ltd,FALSE,FALSE,0
129486,FALSE,ST5250973-PTS,S500688HS0-RELINEPHCBUO,S500688HS0,S500,HS,5006880,,BENCH,8/23/2023 11:42 AM,8/15/2023 2:44 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55811,3/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129454,FALSE,ST6630067-PTS,S700584F32-RELINEPHCBID,S700584F32,S700,F3,7005842,,PAINT,8/23/2023 11:46 AM,8/15/2023 2:57 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55811,12/3,Phoenix Technology Services USA Inc. (TX),FALSE,FALSE,0
129555,FALSE,70S1599,S700843HS0-RELINEMPCB,S700843HS0,S700,HS,7008430,"
Stamp the following: RESTAMP 8943",CURE,8/23/2023 11:46 AM,8/17/2023 9:50 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,TRUE,FALSE,RELINES,55827,3/3,MPACT Downhole Motors,FALSE,TRUE,0
129431,FALSE,ST6630071-PTS,S700594HS0-RELINEPHCBID,S700594HS0,S700,HS,7005940,,QUENCH,8/23/2023 11:51 AM,8/15/2023 2:48 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55811,6/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129458,FALSE,ST5500695-PTS,S500770HS2-RELINEPHCB,S500770HS2,S500,HS,5007702,,PAINT,8/23/2023 11:55 AM,8/15/2023 2:40 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/23/2023,4,34,FALSE,FALSE,FALSE,RELINES,55811,1/3,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129549,FALSE,68S177,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,BENCH,8/23/2023 11:55 AM,8/17/2023 9:47 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55827,1/2,MPACT Downhole Motors,FALSE,TRUE,0
129465,FALSE,PIS 60104,S675757HS0-RELINEPD20,S675757HS0,S675,HS,6757570,,Shipping,8/23/2023 11:58 AM,8/15/2023 11:38 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55809,1/1,Professional Directional Ltd. (TX),TRUE,FALSE,0
129172,FALSE,ST6630038-PTS,S700769HS4-RELINEPHCBID,S700769HS4,S700,HS,7007694,"
REWORK  08/14
REWORK  08/21",WSHRINSE,8/23/2023 12:06 PM,8/8/2023 2:09 PM,8/30/2023,,TRUE,FALSE,8/30/2023,8/17/2023,5,33,TRUE,FALSE,FALSE,RELINES,55773,6/2,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129172,FALSE,ST6630038-PTS,S700769HS4-RELINEPHCBID,S700769HS4,S700,HS,7007694,"
REWORK  08/14
REWORK  08/21",WSHRINSE,8/23/2023 12:06 PM,8/8/2023 2:09 PM,8/30/2023,,TRUE,FALSE,8/30/2023,8/17/2023,5,33,TRUE,FALSE,FALSE,RELINES,55773,6/2,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129530,FALSE,7005684-193,S700584F30-RELINEKXCB,S700584F30,S700,F3,7005840,,PAINT,8/23/2023 12:10 PM,8/17/2023 9:15 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55820,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,0
129422,FALSE,ST9000066-PTS,S875840HS0-RELINEPHCBOU,S875840HS0,S875,HS,8758400,,QUENCH,8/23/2023 12:13 PM,8/15/2023 2:54 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55811,10/3,Phoenix Technology Services USA Inc. (TX),FALSE,FALSE,0
129562,FALSE,AEP-837013-S116,S875856F30-RELINEALCBOD,S875856F30,S875,F3,8758560,,CORECL,8/23/2023 12:28 PM,8/17/2023 11:46 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55836,2/1,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,0
127407,FALSE,L158116,S500770F30-PHCBIDUOTH,S500770F30,S500,F3,5007700,"
ST5251230-PTS",QUENCH,8/23/2023 12:30 PM,6/29/2023 11:49 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,STATORS,55487,4/4,PV Fluid Products Ltd,FALSE,FALSE,0
129094,FALSE,L158241,S700584HS0-ERCBUO,S700584HS0,S700,HS,7005840,"
EOGPS7110158412
**Use sk21345 or sk21251***",CURE,8/23/2023 12:37 PM,4/25/2023 3:20 PM,8/24/2023,,TRUE,TRUE,8/24/2023,9/8/2023,6,36,FALSE,FALSE,FALSE,STATORS,53493,15/2,EOG Resources Inc.,FALSE,FALSE,0
129539,FALSE,70S1610,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,,Shipping,8/23/2023 12:37 PM,8/17/2023 9:49 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,TRUE,FALSE,RELINES,55827,2/1,MPACT Downhole Motors,TRUE,FALSE,0
128906,FALSE,L158227,S962860F30,S962860F30,S962,F3,9628600,"
AEP-962010-S032",Shipping,8/23/2023 12:40 PM,7/10/2023 3:08 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,STATORS,55569,2/10,Altitude Energy Partners - Consolidated Acct,TRUE,FALSE,0
129358,FALSE,PIS 6317,S700768HS0-RELINEPD20,S700768HS0,S700,HS,7007680,,PAINT,8/23/2023 12:40 PM,8/14/2023 12:18 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55803,8/1,Professional Directional Ltd. (TX),FALSE,FALSE,0
129485,FALSE,EOGS5068837,S500688HS0-RELINEPHCBML,S500688HS0,S500,HS,5006880,,PAINT,8/23/2023 12:45 PM,8/15/2023 12:37 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55810,2/2,EOG Resources Inc.,FALSE,FALSE,0
129427,FALSE,ST7250235-PTS,S725860HS4-RELINEPHCB,S725860HS4,S725,HS,7258604,,BENCH,8/23/2023 12:45 PM,8/15/2023 2:53 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55811,9/2,Phoenix Technology Services USA Inc. (TX),FALSE,FALSE,0
129590,FALSE,AEP-56788-S275,S500688F30-RELINE,S500688F30,S500,F3,5006880,,CORECL,8/23/2023 12:46 PM,8/17/2023 11:45 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55836,1/1,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,0
129609,FALSE,AEP-7258943-S234,S700843F30-RELINEALCBOU,S700843F30,S700,F3,7008430,,CURE,8/23/2023 12:46 PM,8/18/2023 2:29 PM,8/25/2023,,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55843,1/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,0
129353,FALSE,70S1553,S700594HS0-RELINEMPCB,S700594HS0,S700,HS,7005940,,CORECL,8/23/2023 12:54 PM,8/14/2023 2:55 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,TRUE,FALSE,RELINES,55804,7/3,MPACT Downhole Motors,FALSE,TRUE,0
129393,FALSE,ST5001297-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
STRAIGHTENING  08/16",BENCH,8/23/2023 12:57 PM,8/14/2023 11:52 AM,8/25/2023,,TRUE,TRUE,8/25/2023,8/29/2023,3,35,TRUE,FALSE,FALSE,RELINES,55802,2/3,PV Fluid Products Ltd,FALSE,FALSE,0
129503,FALSE,L158188,S500688F3T-PHCB,S500688F3T,S500,F3,500688T,"
ST5001252-PTS",QCS-1,8/23/2023 12:57 PM,8/15/2023 3:23 PM,8/29/2023,,TRUE,TRUE,8/29/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,STATORS,55703,8/1,PV Fluid Products Ltd,FALSE,FALSE,0
129614,FALSE,PMS 67105,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/24/2023 4:07 AM,8/18/2023 11:21 AM,8/30/2023,8/24/2023 4:07 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55841,3/2,Professional Directional Ltd. (TX),FALSE,FALSE,-1
